1910    1 .                               
1910    2 .                               
1910    3 .                               
1910    4 .                               
1910    5 .                               
1910    6 .                               
1910    7 .                               
1910    8 .                               
1910    9 26.2300                         
1910   10 26.8600                         
1910   11 25.3600                         
1910   12 25.6500                         
1911    1 26.3500                         
1911    2 25.6100                         
1911    3 25.4900                         
1911    4 26.1200                         
1911    5 25.4600                         
1911    6 23.3800                         
1911    7 22.7000                         
1911    8 20.4500                         
1911    9 18.0900                         
1911   10 16.7300                         
1911   11 16.6900                         
1911   12 16.7000                         
1912    1 16.5700                         
1912    2 16.8100                         
1912    3 18.2100                         
1912    4 18.6200                         
1912    5 19.2100                         
1912    6 19.2400                         
1912    7 19.0400                         
1912    8 18.0200                         
1912    9 17.6100                         
1912   10 18.0400                         
1912   11 18.5700                         
1912   12 21.4200                         
1913    1 21.9800                         
1913    2 22.0100                         
1913    3 21.5500                         
1913    4 21.8900                         
1913    5 21.8800                         
1913    6 21.5400                         
1913    7 21.3700                         
1913    8 20.2400                         
1913    9 21.0700                         
1913   10 22.0100                         
1913   11 22.4600                         
1913   12 23.4800                         
1914    1 22.7000                         
1914    2 23.3700                         
1914    3 23.6000                         
1914    4 24.1700                         
1914    5 23.5600                         
1914    6 23.6200                         
1914    7 22.7800                         
1914    8 20.1600                         
1914    9 13.8800                         
1914   10 15.2800                         
1914   11 14.0100                         
1914   12 17.7300                         
1915    1 19.1400                         
1915    2 23.3300                         
1915    3 22.3200                         
1915    4 22.6900                         
1915    5 22.0700                         
1915    6 20.8200                         
1915    7 20.0500                         
1915    8 20.1400                         
1915    9 20.9800                         
1915   10 33.7300                         
1915   11 34.0100                         
1915   12 35.5400                         
1916    1 36.8500                         
1916    2 36.7500                         
1916    3 36.5600                         
1916    4 38.1300                         
1916    5 37.9100                         
1916    6 35.7900                         
1916    7 36.0600                         
1916    8 35.2200                         
1916    9 41.1300                         
1916   10 47.1900                         
1916   11 55.8200                         
1916   12 56.3500                         
1917    1 52.5300                         
1917    2 51.4300                         
1917    3 53.1800                         
1917    4 55.9400                         
1917    5 55.6100                         
1917    6 57.1900                         
1917    7 56.9000                         
1917    8 56.6100                         
1917    9 57.5800                         
1917   10 65.0200                         
1917   11 69.3800                         
1917   12 68.2900                         
1918    1 67.5100                         
1918    2 66.9500                         
1918    3 68.2700                         
1918    4 68.0800                         
1918    5 68.1600                         
1918    6 66.0300                         
1918    7 64.1100                         
1918    8 61.3400                         
1918    9 67.9000                         
1918   10 65.8500                         
1918   11 64.9700                         
1918   12 65.0500                         
1919    1 64.9300                         
1919    2 64.6500                         
1919    3 64.0000                         
1919    4 64.2800                         
1919    5 63.8300                         
1919    6 63.8000                         
1919    7 64.2400                         
1919    8 66.2300                         
1919    9 62.1300                         
1919   10 66.9500                         
1919   11 72.6500                         
1919   12 69.0700                         
1920    1 69.8800                         
1920    2 69.3400                         
1920    3 67.1800                         
1920    4 68.7100                         
1920    5 69.8800                         
1920    6 66.1600                         
1920    7 61.6400                         
1920    8 43.2200                         
1920    9 29.9600                         
1920   10 28.9400                         
1920   11 26.0000                         
1920   12 19.8300                         
1921    1 18.9600                         
1921    2 19.7600                         
1921    3 18.9200                         
1921    4 17.2300                         
1921    5 17.2800                         
1921    6 17.0600                         
1921    7 18.7500                         
1921    8 22.0600                         
1921    9 27.1900                         
1921   10 31.0500                         
1921   11 29.1500                         
1921   12 28.7800                         
1922    1 29.2400                         
1922    2 30.1700                         
1922    3 32.7200                         
1922    4 40.7900                         
1922    5 40.2100                         
1922    6 37.7100                         
1922    7 36.9200                         
1922    8 32.4400                         
1922    9 25.3700                         
1922   10 31.7900                         
1922   11 40.1800                         
1922   12 42.9300                         
1923    1 43.3500                         
1923    2 45.1600                         
1923    3 46.3200                         
1923    4 47.6000                         
1923    5 46.5800                         
1923    6 43.1400                         
1923    7 41.4200                         
1923    8 37.4700                         
1923    9 40.8800                         
1923   10 40.9000                         
1923   11 45.9200                         
1923   12 45.5400                         
1924    1 44.3700                         
1924    2 43.2700                         
1924    3 41.3400                         
1924    4 40.4200                         
1924    5 40.5300                         
1924    6 39.9600                         
1924    7 39.0700                         
1924    8 38.4400                         
1924    9 31.7400                         
1924   10 31.9500                         
